,origin,period,destin,trade_value_usd,period_date
146,Germany,201409,Belgium,279191,2014-09-01
147,Italy,201409,Belgium,26,2014-09-01
148,Luxembourg,201409,Belgium,697,2014-09-01
149,Netherlands,201409,Belgium,3596089,2014-09-01
150,Poland,201409,Belgium,452,2014-09-01
151,Spain,201409,Belgium,11017,2014-09-01
152,Turkey,201409,Belgium,671,2014-09-01
163,Dominican Rep.,201410,Belgium,165,2014-10-01
164,France,201410,Belgium,63783,2014-10-01
165,Germany,201410,Belgium,1002612,2014-10-01
166,Luxembourg,201410,Belgium,317,2014-10-01
167,Netherlands,201410,Belgium,4410166,2014-10-01
168,Poland,201410,Belgium,25,2014-10-01
169,Romania,201410,Belgium,1724,2014-10-01
170,Spain,201410,Belgium,715733,2014-10-01
171,United Kingdom,201410,Belgium,1014,2014-10-01
181,France,201411,Belgium,101485,2014-11-01
182,Germany,201411,Belgium,659457,2014-11-01
183,Italy,201411,Belgium,698,2014-11-01
184,Luxembourg,201411,Belgium,437,2014-11-01
185,Netherlands,201411,Belgium,527191,2014-11-01
186,Spain,201411,Belgium,981696,2014-11-01
187,Turkey,201411,Belgium,9691,2014-11-01
196,France,201412,Belgium,57956,2014-12-01
197,Germany,201412,Belgium,824327,2014-12-01
198,Israel,201412,Belgium,2787,2014-12-01
199,Luxembourg,201412,Belgium,259,2014-12-01
200,Netherlands,201412,Belgium,439440,2014-12-01
201,Spain,201412,Belgium,1318085,2014-12-01
202,Turkey,201412,Belgium,7140,2014-12-01
212,France,201501,Belgium,43531,2015-01-01
213,Germany,201501,Belgium,493222,2015-01-01
214,Israel,201501,Belgium,6594,2015-01-01
215,Luxembourg,201501,Belgium,123,2015-01-01
216,Netherlands,201501,Belgium,470420,2015-01-01
217,Romania,201501,Belgium,1022,2015-01-01
218,Spain,201501,Belgium,1229952,2015-01-01
219,Turkey,201501,Belgium,15689,2015-01-01
228,France,201502,Belgium,47615,2015-02-01
229,Germany,201502,Belgium,850749,2015-02-01
230,Israel,201502,Belgium,3307,2015-02-01
231,Netherlands,201502,Belgium,1554224,2015-02-01
232,Romania,201502,Belgium,881,2015-02-01
233,Spain,201502,Belgium,1369642,2015-02-01
234,Turkey,201502,Belgium,7788,2015-02-01
247,France,201503,Belgium,395443,2015-03-01
248,Germany,201503,Belgium,442966,2015-03-01
249,Israel,201503,Belgium,6142,2015-03-01
250,Luxembourg,201503,Belgium,26,2015-03-01
251,Netherlands,201503,Belgium,4701409,2015-03-01
252,Romania,201503,Belgium,220,2015-03-01
253,Spain,201503,Belgium,381597,2015-03-01
254,Turkey,201503,Belgium,863,2015-03-01
265,Cameroon,201504,Belgium,9,2015-04-01
266,Dominican Rep.,201504,Belgium,1320,2015-04-01
267,France,201504,Belgium,747707,2015-04-01
268,Germany,201504,Belgium,247706,2015-04-01
269,Israel,201504,Belgium,1552,2015-04-01
270,Italy,201504,Belgium,12168,2015-04-01
271,Netherlands,201504,Belgium,7693742,2015-04-01
272,Romania,201504,Belgium,1174,2015-04-01
273,Spain,201504,Belgium,91637,2015-04-01
274,Uganda,201504,Belgium,671,2015-04-01
284,Dominican Rep.,201505,Belgium,1808,2015-05-01
285,France,201505,Belgium,569011,2015-05-01
286,Germany,201505,Belgium,280873,2015-05-01
287,Italy,201505,Belgium,94,2015-05-01
288,Netherlands,201505,Belgium,4884285,2015-05-01
289,Romania,201505,Belgium,852,2015-05-01
290,Spain,201505,Belgium,71869,2015-05-01
291,Uganda,201505,Belgium,1039,2015-05-01
302,France,201506,Belgium,623145,2015-06-01
303,Germany,201506,Belgium,273297,2015-06-01
304,Netherlands,201506,Belgium,3859883,2015-06-01
305,Romania,201506,Belgium,395,2015-06-01
306,Spain,201506,Belgium,26286,2015-06-01
307,Uganda,201506,Belgium,751,2015-06-01
317,France,201507,Belgium,825228,2015-07-01
318,Germany,201507,Belgium,291113,2015-07-01
319,Hungary,201507,Belgium,203375,2015-07-01
320,Italy,201507,Belgium,1373,2015-07-01
321,Luxembourg,201507,Belgium,321,2015-07-01
322,Netherlands,201507,Belgium,9111448,2015-07-01
323,Romania,201507,Belgium,380,2015-07-01
324,Spain,201507,Belgium,12596,2015-07-01
325,Uganda,201507,Belgium,1993,2015-07-01
336,France,201508,Belgium,729320,2015-08-01
337,Germany,201508,Belgium,240114,2015-08-01
338,Netherlands,201508,Belgium,8876414,2015-08-01
339,Romania,201508,Belgium,1499,2015-08-01
340,Spain,201508,Belgium,9412,2015-08-01
341,Turkey,201508,Belgium,659,2015-08-01
342,Uganda,201508,Belgium,756,2015-08-01
352,France,201509,Belgium,252310,2015-09-01
353,Germany,201509,Belgium,290947,2015-09-01
354,Hungary,201509,Belgium,18239,2015-09-01
355,Luxembourg,201509,Belgium,2,2015-09-01
356,Netherlands,201509,Belgium,5743813,2015-09-01
357,Spain,201509,Belgium,15950,2015-09-01
358,Turkey,201509,Belgium,1637,2015-09-01
359,Uganda,201509,Belgium,154,2015-09-01
368,France,201510,Belgium,108243,2015-10-01
369,Germany,201510,Belgium,507665,2015-10-01
370,Netherlands,201510,Belgium,2522353,2015-10-01
371,Spain,201510,Belgium,289493,2015-10-01
372,Turkey,201510,Belgium,858,2015-10-01
373,Uganda,201510,Belgium,107,2015-10-01
374,United Kingdom,201510,Belgium,116,2015-10-01
385,France,201511,Belgium,16673,2015-11-01
386,Germany,201511,Belgium,718292,2015-11-01
387,Israel,201511,Belgium,6821,2015-11-01
388,Morocco,201511,Belgium,3811,2015-11-01
389,Netherlands,201511,Belgium,980886,2015-11-01
390,Romania,201511,Belgium,932,2015-11-01
391,Spain,201511,Belgium,1049860,2015-11-01
392,Turkey,201511,Belgium,9918,2015-11-01
393,United Kingdom,201511,Belgium,108,2015-11-01
403,Cyprus,201512,Belgium,86,2015-12-01
404,France,201512,Belgium,46535,2015-12-01
405,Germany,201512,Belgium,522110,2015-12-01
406,Italy,201512,Belgium,642,2015-12-01
407,Netherlands,201512,Belgium,597148,2015-12-01
408,Spain,201512,Belgium,1274616,2015-12-01
409,Turkey,201512,Belgium,17769,2015-12-01
410,Egypt,201512,Belgium,60,2015-12-01
411,United Kingdom,201512,Belgium,170,2015-12-01
421,France,201601,Belgium,15541,2016-01-01
422,Germany,201601,Belgium,647857,2016-01-01
423,Italy,201601,Belgium,1285,2016-01-01
424,Netherlands,201601,Belgium,504922,2016-01-01
425,Romania,201601,Belgium,140,2016-01-01
426,Spain,201601,Belgium,1393347,2016-01-01
427,Turkey,201601,Belgium,18957,2016-01-01
428,United Kingdom,201601,Belgium,198,2016-01-01
439,France,201602,Belgium,54230,2016-02-01
440,Germany,201602,Belgium,628385,2016-02-01
441,Israel,201602,Belgium,7,2016-02-01
442,Italy,201602,Belgium,2533,2016-02-01
443,Luxembourg,201602,Belgium,708,2016-02-01
444,Netherlands,201602,Belgium,1248228,2016-02-01
445,Romania,201602,Belgium,122,2016-02-01
446,Spain,201602,Belgium,1468206,2016-02-01
447,Turkey,201602,Belgium,10737,2016-02-01
448,Uganda,201602,Belgium,499,2016-02-01
449,United Kingdom,201602,Belgium,170,2016-02-01
460,France,201603,Belgium,234220,2016-03-01
461,Germany,201603,Belgium,587304,2016-03-01
462,Italy,201603,Belgium,899,2016-03-01
463,Netherlands,201603,Belgium,4726553,2016-03-01
464,Romania,201603,Belgium,30,2016-03-01
465,Spain,201603,Belgium,500364,2016-03-01
466,Turkey,201603,Belgium,1505,2016-03-01
467,Uganda,201603,Belgium,160,2016-03-01
468,United Kingdom,201603,Belgium,145,2016-03-01
479,France,201604,Belgium,854588,2016-04-01
480,Germany,201604,Belgium,183779,2016-04-01
481,Italy,201604,Belgium,710,2016-04-01
482,Luxembourg,201604,Belgium,34,2016-04-01
483,Nepal,201604,Belgium,4,2016-04-01
484,Netherlands,201604,Belgium,5957931,2016-04-01
485,Spain,201604,Belgium,72673,2016-04-01
486,United Kingdom,201604,Belgium,121,2016-04-01
495,Cyprus,201605,Belgium,114,2016-05-01
496,France,201605,Belgium,793538,2016-05-01
497,Germany,201605,Belgium,274438,2016-05-01
498,Israel,201605,Belgium,503,2016-05-01
499,Italy,201605,Belgium,1108,2016-05-01
500,Luxembourg,201605,Belgium,2,2016-05-01
501,Netherlands,201605,Belgium,7190201,2016-05-01
502,Romania,201605,Belgium,119,2016-05-01
503,Spain,201605,Belgium,68584,2016-05-01
504,United Kingdom,201605,Belgium,203,2016-05-01
514,Cyprus,201606,Belgium,89,2016-06-01
515,France,201606,Belgium,437166,2016-06-01
516,Germany,201606,Belgium,284353,2016-06-01
517,Italy,201606,Belgium,54,2016-06-01
518,Netherlands,201606,Belgium,6470460,2016-06-01
519,Spain,201606,Belgium,43720,2016-06-01
520,Uganda,201606,Belgium,191,2016-06-01
521,United Kingdom,201606,Belgium,77,2016-06-01
532,France,201607,Belgium,1214408,2016-07-01
533,Germany,201607,Belgium,233138,2016-07-01
534,Hungary,201607,Belgium,95779,2016-07-01
535,Italy,201607,Belgium,3364,2016-07-01
536,Luxembourg,201607,Belgium,17,2016-07-01
537,Netherlands,201607,Belgium,8142787,2016-07-01
538,Romania,201607,Belgium,267,2016-07-01
539,Spain,201607,Belgium,12538,2016-07-01
540,Uganda,201607,Belgium,771,2016-07-01
549,Bangladesh,201608,Belgium,224,2016-08-01
550,France,201608,Belgium,1528717,2016-08-01
551,Germany,201608,Belgium,374597,2016-08-01
552,Luxembourg,201608,Belgium,260,2016-08-01
553,Netherlands,201608,Belgium,8712689,2016-08-01
554,Romania,201608,Belgium,241,2016-08-01
555,Spain,201608,Belgium,23195,2016-08-01
556,Uganda,201608,Belgium,562,2016-08-01
568,France,201609,Belgium,920202,2016-09-01
569,Germany,201609,Belgium,327946,2016-09-01
570,Netherlands,201609,Belgium,4987056,2016-09-01
571,Spain,201609,Belgium,38727,2016-09-01
572,Turkey,201609,Belgium,298,2016-09-01
573,Uganda,201609,Belgium,577,2016-09-01
574,United Kingdom,201609,Belgium,107,2016-09-01
585,France,201610,Belgium,191962,2016-10-01
586,Germany,201610,Belgium,999323,2016-10-01
587,Greece,201610,Belgium,123,2016-10-01
588,Italy,201610,Belgium,1068,2016-10-01
589,Luxembourg,201610,Belgium,30,2016-10-01
590,Netherlands,201610,Belgium,3115059,2016-10-01
591,Romania,201610,Belgium,243,2016-10-01
592,Spain,201610,Belgium,384772,2016-10-01
593,Turkey,201610,Belgium,1366,2016-10-01
594,Uganda,201610,Belgium,690,2016-10-01
595,United Kingdom,201610,Belgium,48,2016-10-01
606,France,201611,Belgium,197381,2016-11-01
607,Germany,201611,Belgium,1086320,2016-11-01
608,Luxembourg,201611,Belgium,91,2016-11-01
609,Netherlands,201611,Belgium,913402,2016-11-01
610,Romania,201611,Belgium,75,2016-11-01
611,Spain,201611,Belgium,1546184,2016-11-01
612,Turkey,201611,Belgium,13950,2016-11-01
613,Uganda,201611,Belgium,1044,2016-11-01
624,France,201612,Belgium,157978,2016-12-01
625,Germany,201612,Belgium,1298095,2016-12-01
626,Israel,201612,Belgium,270,2016-12-01
627,Luxembourg,201612,Belgium,187807,2016-12-01
628,Netherlands,201612,Belgium,821047,2016-12-01
629,Spain,201612,Belgium,2474524,2016-12-01
630,Turkey,201612,Belgium,17706,2016-12-01
631,Uganda,201612,Belgium,2275,2016-12-01
632,Egypt,201612,Belgium,2130,2016-12-01
5,Canada,201401,Canada,6490,2014-01-01
6,Chile,201401,Canada,1944,2014-01-01
7,Colombia,201401,Canada,263,2014-01-01
8,Costa Rica,201401,Canada,3311,2014-01-01
9,Dominican Rep.,201401,Canada,147372,2014-01-01
10,Ecuador,201401,Canada,331,2014-01-01
11,Guatemala,201401,Canada,1850,2014-01-01
12,Honduras,201401,Canada,36252,2014-01-01
13,Jordan,201401,Canada,219168,2014-01-01
14,Mexico,201401,Canada,14378826,2014-01-01
15,Peru,201401,Canada,2529,2014-01-01
16,Philippines,201401,Canada,45,2014-01-01
17,India,201401,Canada,443,2014-01-01
18,Spain,201401,Canada,511998,2014-01-01
19,Egypt,201401,Canada,104360,2014-01-01
20,USA,201401,Canada,640153,2014-01-01
28,Canada,201402,Canada,42702,2014-02-01
29,Chile,201402,Canada,1947,2014-02-01
30,Costa Rica,201402,Canada,427,2014-02-01
31,Dominican Rep.,201402,Canada,31616,2014-02-01
32,Ecuador,201402,Canada,147,2014-02-01
33,Guatemala,201402,Canada,9985,2014-02-01
34,Honduras,201402,Canada,96479,2014-02-01
35,Jordan,201402,Canada,123371,2014-02-01
36,Mexico,201402,Canada,5906911,2014-02-01
37,Morocco,201402,Canada,1922,2014-02-01
38,India,201402,Canada,1870,2014-02-01
39,Spain,201402,Canada,26935,2014-02-01
40,Egypt,201402,Canada,73448,2014-02-01
41,USA,201402,Canada,254557,2014-02-01
50,Canada,201403,Canada,21868,2014-03-01
51,Chile,201403,Canada,646,2014-03-01
52,Costa Rica,201403,Canada,126,2014-03-01
53,Dominican Rep.,201403,Canada,3854,2014-03-01
54,Ecuador,201403,Canada,77,2014-03-01
55,Guatemala,201403,Canada,1301,2014-03-01
56,Honduras,201403,Canada,57528,2014-03-01
57,Jordan,201403,Canada,43049,2014-03-01
58,Mexico,201403,Canada,2047818,2014-03-01
59,Peru,201403,Canada,159,2014-03-01
60,India,201403,Canada,2197,2014-03-01
61,USA,201403,Canada,515474,2014-03-01
70,Canada,201404,Canada,21509,2014-04-01
71,Chile,201404,Canada,1316,2014-04-01
72,Costa Rica,201404,Canada,300,2014-04-01
73,Dominican Rep.,201404,Canada,3834,2014-04-01
74,Guatemala,201404,Canada,389,2014-04-01
75,Honduras,201404,Canada,3445,2014-04-01
76,Mexico,201404,Canada,1284158,2014-04-01
77,Peru,201404,Canada,40,2014-04-01
78,India,201404,Canada,2231,2014-04-01
79,USA,201404,Canada,471728,2014-04-01
89,Canada,201405,Canada,21095,2014-05-01
90,Chile,201405,Canada,550,2014-05-01
91,China,201405,Canada,119,2014-05-01
92,Costa Rica,201405,Canada,193,2014-05-01
93,Dominican Rep.,201405,Canada,39999,2014-05-01
94,Guatemala,201405,Canada,215,2014-05-01
95,Honduras,201405,Canada,355,2014-05-01
96,Israel,201405,Canada,3846,2014-05-01
97,Mexico,201405,Canada,1085464,2014-05-01
98,Netherlands,201405,Canada,15324,2014-05-01
99,Pakistan,201405,Canada,6,2014-05-01
100,India,201405,Canada,2059,2014-05-01
101,Spain,201405,Canada,133487,2014-05-01
102,USA,201405,Canada,1041311,2014-05-01
110,Canada,201406,Canada,20269,2014-06-01
111,Colombia,201406,Canada,104,2014-06-01
112,Dominican Rep.,201406,Canada,2875,2014-06-01
113,Israel,201406,Canada,2720,2014-06-01
114,Jordan,201406,Canada,3862,2014-06-01
115,Mexico,201406,Canada,756250,2014-06-01
116,Netherlands,201406,Canada,21,2014-06-01
117,India,201406,Canada,1679,2014-06-01
118,Spain,201406,Canada,95777,2014-06-01
119,USA,201406,Canada,1854377,2014-06-01
130,Canada,201407,Canada,16278,2014-07-01
131,Colombia,201407,Canada,148,2014-07-01
132,Dominican Rep.,201407,Canada,7905,2014-07-01
133,Jordan,201407,Canada,1518,2014-07-01
134,Mexico,201407,Canada,410299,2014-07-01
135,India,201407,Canada,2117,2014-07-01
136,Spain,201407,Canada,55926,2014-07-01
137,USA,201407,Canada,761209,2014-07-01
146,Canada,201408,Canada,17889,2014-08-01
147,Dominican Rep.,201408,Canada,3850,2014-08-01
148,Guatemala,201408,Canada,186,2014-08-01
149,Honduras,201408,Canada,27,2014-08-01
150,Jordan,201408,Canada,275,2014-08-01
151,Mexico,201408,Canada,284853,2014-08-01
152,Peru,201408,Canada,169,2014-08-01
153,India,201408,Canada,1569,2014-08-01
154,Spain,201408,Canada,24709,2014-08-01
155,USA,201408,Canada,777654,2014-08-01
164,Canada,201409,Canada,20031,2014-09-01
165,Dominican Rep.,201409,Canada,29326,2014-09-01
166,Honduras,201409,Canada,11093,2014-09-01
167,Mexico,201409,Canada,690313,2014-09-01
168,India,201409,Canada,1471,2014-09-01
169,Spain,201409,Canada,22759,2014-09-01
170,USA,201409,Canada,726811,2014-09-01
179,Canada,201410,Canada,27810,2014-10-01
180,Costa Rica,201410,Canada,229,2014-10-01
181,Dominican Rep.,201410,Canada,98825,2014-10-01
182,Ecuador,201410,Canada,2538,2014-10-01
183,Guatemala,201410,Canada,205,2014-10-01
184,Honduras,201410,Canada,35933,2014-10-01
185,Jordan,201410,Canada,27926,2014-10-01
186,Mexico,201410,Canada,2109817,2014-10-01
187,Netherlands,201410,Canada,305115,2014-10-01
188,Peru,201410,Canada,989,2014-10-01
189,India,201410,Canada,819,2014-10-01
190,Spain,201410,Canada,1158948,2014-10-01
191,Egypt,201410,Canada,18196,2014-10-01
192,USA,201410,Canada,1328183,2014-10-01
200,Canada,201411,Canada,4354,2014-11-01
201,Dominican Rep.,201411,Canada,85659,2014-11-01
202,Guatemala,201411,Canada,418,2014-11-01
203,Israel,201411,Canada,1327,2014-11-01
204,Jordan,201411,Canada,135047,2014-11-01
205,Mexico,201411,Canada,8194277,2014-11-01
206,Netherlands,201411,Canada,216668,2014-11-01
207,India,201411,Canada,647,2014-11-01
208,Spain,201411,Canada,1331612,2014-11-01
209,Egypt,201411,Canada,56080,2014-11-01
210,USA,201411,Canada,1136638,2014-11-01
218,Canada,201412,Canada,11420,2014-12-01
219,Chile,201412,Canada,179,2014-12-01
220,Costa Rica,201412,Canada,60,2014-12-01
221,Cuba,201412,Canada,5719,2014-12-01
222,Dominican Rep.,201412,Canada,131139,2014-12-01
223,Ecuador,201412,Canada,208,2014-12-01
224,Guatemala,201412,Canada,99,2014-12-01
225,Honduras,201412,Canada,15460,2014-12-01
226,Israel,201412,Canada,8825,2014-12-01
227,Jordan,201412,Canada,109365,2014-12-01
228,Mexico,201412,Canada,13394630,2014-12-01
229,Netherlands,201412,Canada,30619,2014-12-01
230,Peru,201412,Canada,1403,2014-12-01
231,India,201412,Canada,282,2014-12-01
232,Spain,201412,Canada,582886,2014-12-01
233,Egypt,201412,Canada,42845,2014-12-01
234,USA,201412,Canada,1010380,2014-12-01
242,Argentina,201501,Canada,54,2015-01-01
243,Brazil,201501,Canada,207,2015-01-01
244,Canada,201501,Canada,10737,2015-01-01
245,Chile,201501,Canada,4351,2015-01-01
246,Colombia,201501,Canada,495,2015-01-01
247,Costa Rica,201501,Canada,1528,2015-01-01
248,Dominican Rep.,201501,Canada,291868,2015-01-01
249,Guatemala,201501,Canada,2564,2015-01-01
250,Honduras,201501,Canada,19914,2015-01-01
251,Israel,201501,Canada,2682,2015-01-01
252,Italy,201501,Canada,389,2015-01-01
253,Jordan,201501,Canada,132511,2015-01-01
254,Mexico,201501,Canada,12611728,2015-01-01
255,Netherlands,201501,Canada,29152,2015-01-01
256,Peru,201501,Canada,586,2015-01-01
257,Saudi Arabia,201501,Canada,13,2015-01-01
258,India,201501,Canada,763,2015-01-01
259,Spain,201501,Canada,1481856,2015-01-01
260,TFYR of Macedonia,201501,Canada,6728,2015-01-01
261,Egypt,201501,Canada,43438,2015-01-01
262,USA,201501,Canada,1022387,2015-01-01
270,Canada,201502,Canada,5611,2015-02-01
271,Chile,201502,Canada,72,2015-02-01
272,Costa Rica,201502,Canada,471,2015-02-01
273,Dominica,201502,Canada,90,2015-02-01
274,Dominican Rep.,201502,Canada,57329,2015-02-01
275,Ecuador,201502,Canada,134,2015-02-01
276,Guatemala,201502,Canada,132,2015-02-01
277,Honduras,201502,Canada,52333,2015-02-01
278,Israel,201502,Canada,3163,2015-02-01
279,Jordan,201502,Canada,77596,2015-02-01
280,Mexico,201502,Canada,6686393,2015-02-01
281,India,201502,Canada,1739,2015-02-01
282,Spain,201502,Canada,112942,2015-02-01
283,TFYR of Macedonia,201502,Canada,1904,2015-02-01
284,Egypt,201502,Canada,24752,2015-02-01
285,United Rep. of Tanzania,201502,Canada,10757,2015-02-01
286,USA,201502,Canada,699860,2015-02-01
294,Argentina,201503,Canada,23,2015-03-01
295,Canada,201503,Canada,26186,2015-03-01
296,Chile,201503,Canada,129,2015-03-01
297,Costa Rica,201503,Canada,6,2015-03-01
298,Dominican Rep.,201503,Canada,27142,2015-03-01
299,Ecuador,201503,Canada,94,2015-03-01
300,Guatemala,201503,Canada,67,2015-03-01
301,Honduras,201503,Canada,23325,2015-03-01
302,Jordan,201503,Canada,28569,2015-03-01
303,Mexico,201503,Canada,1978979,2015-03-01
304,Netherlands,201503,Canada,608,2015-03-01
305,India,201503,Canada,1996,2015-03-01
306,Spain,201503,Canada,33162,2015-03-01
307,Egypt,201503,Canada,10833,2015-03-01
308,United Rep. of Tanzania,201503,Canada,45050,2015-03-01
309,USA,201503,Canada,514248,2015-03-01
318,Argentina,201504,Canada,20,2015-04-01
319,Canada,201504,Canada,36993,2015-04-01
320,Colombia,201504,Canada,69,2015-04-01
