,partner,period,trade_value_usd,reporter
66,Netherlands,201411,9947,Czechia
67,Poland,201411,1532,Czechia
68,World,201412,9586,Czechia
69,France,201412,4786,Czechia
70,Ireland,201412,997,Czechia
71,Netherlands,201412,1671,Czechia
72,Poland,201412,2133,Czechia
76,World,201501,7889,Czechia
77,France,201501,275,Czechia
78,Ireland,201501,1237,Czechia
79,Italy,201501,1521,Czechia
80,Lithuania,201501,2561,Czechia
81,Netherlands,201501,1860,Czechia
82,Poland,201501,434,Czechia
83,World,201502,2484,Czechia
84,France,201502,254,Czechia
85,Ireland,201502,529,Czechia
86,Lithuania,201502,1018,Czechia
87,Poland,201502,684,Czechia
90,World,201503,5070,Czechia
91,France,201503,162,Czechia
92,Ireland,201503,852,Czechia
93,Italy,201503,1648,Czechia
94,Lithuania,201503,1553,Czechia
95,Poland,201503,855,Czechia
96,World,201504,5216,Czechia
97,France,201504,136,Czechia
98,Ireland,201504,2695,Czechia
99,Lithuania,201504,1445,Czechia
100,Poland,201504,940,Czechia
103,World,201505,4827,Czechia
104,France,201505,71,Czechia
105,Ireland,201505,978,Czechia
106,Lithuania,201505,3777,Czechia
109,World,201506,5950,Czechia
110,France,201506,84,Czechia
111,Ireland,201506,722,Czechia
112,Lithuania,201506,5144,Czechia
115,World,201507,4911,Czechia
116,France,201507,1339,Czechia
117,Ireland,201507,1308,Czechia
118,Lithuania,201507,2035,Czechia
119,Poland,201507,229,Czechia
122,World,201508,4343,Czechia
123,France,201508,1851,Czechia
124,Ireland,201508,1498,Czechia
125,Lithuania,201508,874,Czechia
126,Poland,201508,120,Czechia
129,World,201509,245795,Czechia
130,France,201509,462,Czechia
131,Ireland,201509,461,Czechia
132,Italy,201509,179349,Czechia
133,Lithuania,201509,4555,Czechia
134,Netherlands,201509,54628,Czechia
135,Poland,201509,453,Czechia
136,Turkey,201509,5888,Czechia
139,World,201510,224837,Czechia
140,France,201510,5666,Czechia
141,Ireland,201510,1198,Czechia
142,Italy,201510,217191,Czechia
143,Poland,201510,782,Czechia
146,World,201511,464713,Czechia
147,France,201511,2413,Czechia
148,Ireland,201511,774,Czechia
149,Italy,201511,456217,Czechia
150,Lithuania,201511,3243,Czechia
151,Netherlands,201511,291,Czechia
152,Poland,201511,1775,Czechia
155,World,201512,26496,Czechia
156,France,201512,3935,Czechia
157,Germany,201512,15990,Czechia
158,Ireland,201512,2634,Czechia
159,Lithuania,201512,1625,Czechia
160,Netherlands,201512,1121,Czechia
161,Poland,201512,1192,Czechia
162,World,201601,13681,Czechia
163,France,201601,236,Czechia
164,Ireland,201601,426,Czechia
165,Lithuania,201601,1947,Czechia
166,Poland,201601,128,Czechia
167,Turkey,201601,10943,Czechia
170,World,201602,5122,Czechia
171,France,201602,267,Czechia
172,Ireland,201602,479,Czechia
173,Italy,201602,842,Czechia
174,Lithuania,201602,2938,Czechia
175,Poland,201602,596,Czechia
176,World,201603,6607,Czechia
177,France,201603,817,Czechia
178,Ireland,201603,2423,Czechia
179,Italy,201603,1842,Czechia
180,Lithuania,201603,1162,Czechia
181,Poland,201603,363,Czechia
184,World,201604,4302,Czechia
185,France,201604,66,Czechia
186,Ireland,201604,1796,Czechia
187,Lithuania,201604,1982,Czechia
188,Poland,201604,458,Czechia
191,World,201605,3635,Czechia
192,France,201605,64,Czechia
193,Italy,201605,1945,Czechia
194,Lithuania,201605,1627,Czechia
197,World,201606,20836,Czechia
198,Hungary,201606,6997,Czechia
199,Ireland,201606,2520,Czechia
200,Italy,201606,4573,Czechia
201,Lithuania,201606,2940,Czechia
202,Poland,201606,3807,Czechia
203,World,201607,13774,Czechia
204,France,201607,401,Czechia
205,Hungary,201607,8332,Czechia
206,Ireland,201607,1014,Czechia
207,Italy,201607,1937,Czechia
208,Lithuania,201607,1774,Czechia
209,Poland,201607,316,Czechia
210,World,201608,17788,Czechia
211,France,201608,1161,Czechia
212,Hungary,201608,6820,Czechia
213,Ireland,201608,976,Czechia
214,Italy,201608,348,Czechia
215,Netherlands,201608,7995,Czechia
216,Poland,201608,488,Czechia
219,World,201609,230628,Czechia
220,France,201609,121,Czechia
221,Ireland,201609,1133,Czechia
222,Italy,201609,228270,Czechia
223,Lithuania,201609,1076,Czechia
224,Poland,201609,28,Czechia
228,World,201610,83506,Czechia
229,Hungary,201610,2749,Czechia
230,Ireland,201610,516,Czechia
231,Italy,201610,77012,Czechia
232,Lithuania,201610,2496,Czechia
233,Poland,201610,733,Czechia
234,World,201611,157482,Czechia
235,France,201611,9528,Czechia
236,Hungary,201611,758,Czechia
237,Italy,201611,143292,Czechia
238,Lithuania,201611,1897,Czechia
239,Netherlands,201611,720,Czechia
240,Poland,201611,1287,Czechia
241,World,201612,29754,Czechia
242,France,201612,9058,Czechia
243,Hungary,201612,1081,Czechia
244,Italy,201612,16278,Czechia
245,Lithuania,201612,1818,Czechia
246,Netherlands,201612,851,Czechia
247,Poland,201612,668,Czechia
0,World,201401,5624,Chile
1,France,201401,84,Chile
2,Ireland,201401,987,Chile
3,Italy,201401,1308,Chile
4,Lithuania,201401,2773,Chile
5,Poland,201401,473,Chile
6,World,201402,9564,Chile
7,Ireland,201402,1636,Chile
8,Italy,201402,2966,Chile
9,Lithuania,201402,3450,Chile
10,Poland,201402,1512,Chile
11,World,201403,4987,Chile
12,Lithuania,201403,4187,Chile
13,Poland,201403,800,Chile
14,World,201404,10823,Chile
15,France,201404,90,Chile
16,Ireland,201404,370,Chile
17,Italy,201404,1898,Chile
18,Lithuania,201404,3862,Chile
19,Turkey,201404,4603,Chile
20,World,201405,5773,Chile
21,Ireland,201405,817,Chile
22,Lithuania,201405,3785,Chile
23,Poland,201405,1171,Chile
24,World,201406,4449,Chile
25,France,201406,90,Chile
26,Ireland,201406,810,Chile
27,Italy,201406,1993,Chile
28,Poland,201406,1557,Chile
29,World,201407,4758,Chile
30,France,201407,1262,Chile
31,Ireland,201407,399,Chile
32,Lithuania,201407,2385,Chile
33,Poland,201407,712,Chile
34,World,201408,37410,Chile
35,France,201408,1861,Chile
36,Ireland,201408,1191,Chile
37,Italy,201408,1336,Chile
38,Lithuania,201408,3275,Chile
39,Netherlands,201408,29014,Chile
40,Poland,201408,733,Chile
44,World,201409,182326,Chile
45,France,201409,231,Chile
46,Ireland,201409,986,Chile
47,Italy,201409,147778,Chile
48,Lithuania,201409,2493,Chile
49,Netherlands,201409,29172,Chile
50,Poland,201409,1665,Chile
53,World,201410,197811,Chile
54,France,201410,374,Chile
55,Italy,201410,193005,Chile
56,Lithuania,201410,3114,Chile
57,Netherlands,201410,80,Chile
58,Poland,201410,1237,Chile
61,World,201411,233107,Chile
62,France,201411,7060,Chile
63,Ireland,201411,1541,Chile
64,Italy,201411,209724,Chile
65,Lithuania,201411,3304,Chile
66,Netherlands,201411,9947,Chile
67,Poland,201411,1532,Chile
68,World,201412,9586,Chile
69,France,201412,4786,Chile
70,Ireland,201412,997,Chile
71,Netherlands,201412,1671,Chile
72,Poland,201412,2133,Chile
76,World,201501,7889,Chile
77,France,201501,275,Chile
78,Ireland,201501,1237,Chile
79,Italy,201501,1521,Chile
80,Lithuania,201501,2561,Chile
81,Netherlands,201501,1860,Chile
82,Poland,201501,434,Chile
83,World,201502,2484,Chile
84,France,201502,254,Chile
85,Ireland,201502,529,Chile
86,Lithuania,201502,1018,Chile
87,Poland,201502,684,Chile
90,World,201503,5070,Chile
91,France,201503,162,Chile
92,Ireland,201503,852,Chile
93,Italy,201503,1648,Chile
94,Lithuania,201503,1553,Chile
95,Poland,201503,855,Chile
96,World,201504,5216,Chile
97,France,201504,136,Chile
98,Ireland,201504,2695,Chile
99,Lithuania,201504,1445,Chile
100,Poland,201504,940,Chile
103,World,201505,4827,Chile
104,France,201505,71,Chile
105,Ireland,201505,978,Chile
106,Lithuania,201505,3777,Chile
109,World,201506,5950,Chile
110,France,201506,84,Chile
111,Ireland,201506,722,Chile
112,Lithuania,201506,5144,Chile
115,World,201507,4911,Chile
116,France,201507,1339,Chile
117,Ireland,201507,1308,Chile
118,Lithuania,201507,2035,Chile
119,Poland,201507,229,Chile
122,World,201508,4343,Chile
123,France,201508,1851,Chile
124,Ireland,201508,1498,Chile
125,Lithuania,201508,874,Chile
126,Poland,201508,120,Chile
129,World,201509,245795,Chile
130,France,201509,462,Chile
131,Ireland,201509,461,Chile
132,Italy,201509,179349,Chile
133,Lithuania,201509,4555,Chile
134,Netherlands,201509,54628,Chile
135,Poland,201509,453,Chile
136,Turkey,201509,5888,Chile
139,World,201510,224837,Chile
140,France,201510,5666,Chile
141,Ireland,201510,1198,Chile
142,Italy,201510,217191,Chile
143,Poland,201510,782,Chile
146,World,201511,464713,Chile
147,France,201511,2413,Chile
148,Ireland,201511,774,Chile
149,Italy,201511,456217,Chile
150,Lithuania,201511,3243,Chile
151,Netherlands,201511,291,Chile
152,Poland,201511,1775,Chile
155,World,201512,26496,Chile
156,France,201512,3935,Chile
157,Germany,201512,15990,Chile
158,Ireland,201512,2634,Chile
159,Lithuania,201512,1625,Chile
160,Netherlands,201512,1121,Chile
161,Poland,201512,1192,Chile
162,World,201601,13681,Chile
163,France,201601,236,Chile
164,Ireland,201601,426,Chile
165,Lithuania,201601,1947,Chile
166,Poland,201601,128,Chile
167,Turkey,201601,10943,Chile
170,World,201602,5122,Chile
171,France,201602,267,Chile
172,Ireland,201602,479,Chile
173,Italy,201602,842,Chile
174,Lithuania,201602,2938,Chile
175,Poland,201602,596,Chile
176,World,201603,6607,Chile
177,France,201603,817,Chile
178,Ireland,201603,2423,Chile
179,Italy,201603,1842,Chile
180,Lithuania,201603,1162,Chile
181,Poland,201603,363,Chile
184,World,201604,4302,Chile
185,France,201604,66,Chile
186,Ireland,201604,1796,Chile
187,Lithuania,201604,1982,Chile
188,Poland,201604,458,Chile
191,World,201605,3635,Chile
192,France,201605,64,Chile
193,Italy,201605,1945,Chile
194,Lithuania,201605,1627,Chile
197,World,201606,20836,Chile
198,Hungary,201606,6997,Chile
199,Ireland,201606,2520,Chile
200,Italy,201606,4573,Chile
201,Lithuania,201606,2940,Chile
202,Poland,201606,3807,Chile
203,World,201607,13774,Chile
204,France,201607,401,Chile
205,Hungary,201607,8332,Chile
206,Ireland,201607,1014,Chile
207,Italy,201607,1937,Chile
208,Lithuania,201607,1774,Chile
209,Poland,201607,316,Chile
210,World,201608,17788,Chile
211,France,201608,1161,Chile
212,Hungary,201608,6820,Chile
213,Ireland,201608,976,Chile
214,Italy,201608,348,Chile
215,Netherlands,201608,7995,Chile
216,Poland,201608,488,Chile
219,World,201609,230628,Chile
220,France,201609,121,Chile
221,Ireland,201609,1133,Chile
222,Italy,201609,228270,Chile
223,Lithuania,201609,1076,Chile
224,Poland,201609,28,Chile
228,World,201610,83506,Chile
229,Hungary,201610,2749,Chile
230,Ireland,201610,516,Chile
231,Italy,201610,77012,Chile
232,Lithuania,201610,2496,Chile
233,Poland,201610,733,Chile
234,World,201611,157482,Chile
235,France,201611,9528,Chile
236,Hungary,201611,758,Chile
237,Italy,201611,143292,Chile
238,Lithuania,201611,1897,Chile
239,Netherlands,201611,720,Chile
240,Poland,201611,1287,Chile
241,World,201612,29754,Chile
242,France,201612,9058,Chile
243,Hungary,201612,1081,Chile
244,Italy,201612,16278,Chile
245,Lithuania,201612,1818,Chile
246,Netherlands,201612,851,Chile
247,Poland,201612,668,Chile
0,World,201401,5624,Georgia
1,France,201401,84,Georgia
2,Ireland,201401,987,Georgia
3,Italy,201401,1308,Georgia
4,Lithuania,201401,2773,Georgia
5,Poland,201401,473,Georgia
6,World,201402,9564,Georgia
7,Ireland,201402,1636,Georgia
8,Italy,201402,2966,Georgia
9,Lithuania,201402,3450,Georgia
10,Poland,201402,1512,Georgia
11,World,201403,4987,Georgia
12,Lithuania,201403,4187,Georgia
13,Poland,201403,800,Georgia
14,World,201404,10823,Georgia
15,France,201404,90,Georgia
16,Ireland,201404,370,Georgia
17,Italy,201404,1898,Georgia
18,Lithuania,201404,3862,Georgia
19,Turkey,201404,4603,Georgia
20,World,201405,5773,Georgia
21,Ireland,201405,817,Georgia
22,Lithuania,201405,3785,Georgia
23,Poland,201405,1171,Georgia
24,World,201406,4449,Georgia
25,France,201406,90,Georgia
26,Ireland,201406,810,Georgia
27,Italy,201406,1993,Georgia
28,Poland,201406,1557,Georgia
29,World,201407,4758,Georgia
30,France,201407,1262,Georgia
31,Ireland,201407,399,Georgia
32,Lithuania,201407,2385,Georgia
33,Poland,201407,712,Georgia
34,World,201408,37410,Georgia
35,France,201408,1861,Georgia
36,Ireland,201408,1191,Georgia
37,Italy,201408,1336,Georgia
38,Lithuania,201408,3275,Georgia
39,Netherlands,201408,29014,Georgia
40,Poland,201408,733,Georgia
44,World,201409,182326,Georgia
45,France,201409,231,Georgia
46,Ireland,201409,986,Georgia
47,Italy,201409,147778,Georgia
48,Lithuania,201409,2493,Georgia
49,Netherlands,201409,29172,Georgia
50,Poland,201409,1665,Georgia
53,World,201410,197811,Georgia
54,France,201410,374,Georgia
55,Italy,201410,193005,Georgia
56,Lithuania,201410,3114,Georgia
57,Netherlands,201410,80,Georgia
58,Poland,201410,1237,Georgia
61,World,201411,233107,Georgia
62,France,201411,7060,Georgia
63,Ireland,201411,1541,Georgia
64,Italy,201411,209724,Georgia
65,Lithuania,201411,3304,Georgia
66,Netherlands,201411,9947,Georgia
67,Poland,201411,1532,Georgia
68,World,201412,9586,Georgia
69,France,201412,4786,Georgia
70,Ireland,201412,997,Georgia
71,Netherlands,201412,1671,Georgia
72,Poland,201412,2133,Georgia
76,World,201501,7889,Georgia
77,France,201501,275,Georgia
78,Ireland,201501,1237,Georgia
79,Italy,201501,1521,Georgia
80,Lithuania,201501,2561,Georgia
81,Netherlands,201501,1860,Georgia
82,Poland,201501,434,Georgia
83,World,201502,2484,Georgia
84,France,201502,254,Georgia
85,Ireland,201502,529,Georgia
86,Lithuania,201502,1018,Georgia
87,Poland,201502,684,Georgia
90,World,201503,5070,Georgia
91,France,201503,162,Georgia
92,Ireland,201503,852,Georgia
93,Italy,201503,1648,Georgia
94,Lithuania,201503,1553,Georgia
95,Poland,201503,855,Georgia
96,World,201504,5216,Georgia
97,France,201504,136,Georgia
98,Ireland,201504,2695,Georgia
99,Lithuania,201504,1445,Georgia
100,Poland,201504,940,Georgia
103,World,201505,4827,Georgia
104,France,201505,71,Georgia
105,Ireland,201505,978,Georgia
106,Lithuania,201505,3777,Georgia
109,World,201506,5950,Georgia
110,France,201506,84,Georgia
111,Ireland,201506,722,Georgia
112,Lithuania,201506,5144,Georgia
115,World,201507,4911,Georgia
116,France,201507,1339,Georgia
117,Ireland,201507,1308,Georgia
118,Lithuania,201507,2035,Georgia
119,Poland,201507,229,Georgia
122,World,201508,4343,Georgia
123,France,201508,1851,Georgia
124,Ireland,201508,1498,Georgia
125,Lithuania,201508,874,Georgia
126,Poland,201508,120,Georgia
129,World,201509,245795,Georgia
130,France,201509,462,Georgia
131,Ireland,201509,461,Georgia
132,Italy,201509,179349,Georgia
133,Lithuania,201509,4555,Georgia
134,Netherlands,201509,54628,Georgia
135,Poland,201509,453,Georgia
136,Turkey,201509,5888,Georgia
139,World,201510,224837,Georgia
140,France,201510,5666,Georgia
141,Ireland,201510,1198,Georgia
142,Italy,201510,217191,Georgia
143,Poland,201510,782,Georgia
146,World,201511,464713,Georgia
147,France,201511,2413,Georgia
148,Ireland,201511,774,Georgia
149,Italy,201511,456217,Georgia
150,Lithuania,201511,3243,Georgia
151,Netherlands,201511,291,Georgia
152,Poland,201511,1775,Georgia
155,World,201512,26496,Georgia
156,France,201512,3935,Georgia
157,Germany,201512,15990,Georgia
158,Ireland,201512,2634,Georgia
159,Lithuania,201512,1625,Georgia
160,Netherlands,201512,1121,Georgia
161,Poland,201512,1192,Georgia
162,World,201601,13681,Georgia
163,France,201601,236,Georgia
164,Ireland,201601,426,Georgia
165,Lithuania,201601,1947,Georgia
166,Poland,201601,128,Georgia
167,Turkey,201601,10943,Georgia
170,World,201602,5122,Georgia
171,France,201602,267,Georgia
172,Ireland,201602,479,Georgia
173,Italy,201602,842,Georgia
174,Lithuania,201602,2938,Georgia
175,Poland,201602,596,Georgia
176,World,201603,6607,Georgia
177,France,201603,817,Georgia
178,Ireland,201603,2423,Georgia
179,Italy,201603,1842,Georgia
180,Lithuania,201603,1162,Georgia
181,Poland,201603,363,Georgia
184,World,201604,4302,Georgia
185,France,201604,66,Georgia
186,Ireland,201604,1796,Georgia
187,Lithuania,201604,1982,Georgia
188,Poland,201604,458,Georgia
191,World,201605,3635,Georgia
192,France,201605,64,Georgia
193,Italy,201605,1945,Georgia
194,Lithuania,201605,1627,Georgia
197,World,201606,20836,Georgia
198,Hungary,201606,6997,Georgia
199,Ireland,201606,2520,Georgia
200,Italy,201606,4573,Georgia
201,Lithuania,201606,2940,Georgia
202,Poland,201606,3807,Georgia
203,World,201607,13774,Georgia
204,France,201607,401,Georgia
205,Hungary,201607,8332,Georgia
206,Ireland,201607,1014,Georgia
207,Italy,201607,1937,Georgia
208,Lithuania,201607,1774,Georgia
209,Poland,201607,316,Georgia
210,World,201608,17788,Georgia
211,France,201608,1161,Georgia
212,Hungary,201608,6820,Georgia
213,Ireland,201608,976,Georgia
214,Italy,201608,348,Georgia
215,Netherlands,201608,7995,Georgia
216,Poland,201608,488,Georgia
219,World,201609,230628,Georgia
220,France,201609,121,Georgia
221,Ireland,201609,1133,Georgia
222,Italy,201609,228270,Georgia
223,Lithuania,201609,1076,Georgia
224,Poland,201609,28,Georgia
228,World,201610,83506,Georgia
229,Hungary,201610,2749,Georgia
230,Ireland,201610,516,Georgia
231,Italy,201610,77012,Georgia
232,Lithuania,201610,2496,Georgia
233,Poland,201610,733,Georgia
