"","commoditycode","parent","description"
"310","02072730","020727","Frozen whole wings, with or without tips, of turkeys of the species domesticus"
"311","02072740","020727","Frozen backs, necks, backs with necks attached, rumps and wing-tips of turkeys of the species domesticus"
"312","02072750","020727","Frozen breasts and cuts thereof of turkeys of the species domesticus, with bone in"
"313","02072760","020727","Frozen drumsticks and cuts thereof of turkeys of the species domesticus, with bone in"
"314","02072770","020727","Frozen legs and cuts thereof of turkeys of the species domesticus, with bone in (excl. drumsticks)"
"315","02072780","020727","Frozen cuts of turkeys of the species domesticus, with bone in (excl. halves or quarters, whole wings, with or without tips, backs, necks, backs with necks attached, rumps and wing-tips, breasts, legs and cuts thereof)"
"316","030245","0302","Fresh or chilled jack and horse mackerel ""Trachurus spp."""
"317","02072791","020727","Frozen edible livers of turkeys of the species domesticus"
"318","02072799","020727","Frozen edible offal of turkeys of the species domesticus (excl. livers)"
"319","02073211","0207","Fresh or chilled, plucked, bled, gutted or not drawn ducks of the species domesticus with heads and feet, ..."
"320","02073215","0207","Fresh or chilled, plucked and drawn ducks of the species domesticus, without heads and feet but with necks..."
"321","02073219","0207","Fresh or chilled, plucked and drawn ducks of the species domesticus, without heads, feet, necks, hearts, l..."
"322","02073251","0207","Fresh or chilled, plucked, bled, not drawn geese of the species domesticus with heads and feet, called /82..."
"323","02073259","0207","Fresh or chilled, plucked and drawn geese of the species domesticus without heads and feet, with or withou..."
"324","02073290","0207","Fresh or chilled guinea fowls, not cut into pieces"
"325","02073311","0207","Frozen ducks of the species domesticus, plucked and drawn, without heads and feet but with necks, hearts, ..."
"326","02073319","0207","Frozen ducks of the species domesticus, plucked and drawn, without heads, feet, necks, hearts, livers and ..."
"327","02073351","0207","Frozen, plucked, bled, not drawn geese of the species domesticus with head and feet, known as /82% geese/"
"328","02073359","0207","Frozen, plucked and drawn geese of the species domesticus without heads and feet, with or without heart an..."
"329","02073390","0207","Frozen guinea fowls, not cut into pieces"
"330","02073410","0207","Fatty livers of domestic geese, edible, fresh or chilled"
"331","02073490","0207","Fatty livers of domestic ducks, edible, fresh or chilled"
"332","02073511","0207","Fresh or chilled boneless cuts of geese of the species domesticus"
"333","02073515","0207","Fresh or chilled boneless cuts of ducks and guinea fowls of the species domesticus"
"334","02073521","0207","Fresh or chilled halves or quarters of ducks of the species domesticus"
"335","02073523","0207","Fresh or chilled halves or quarters of geese of the species domesticus"
"336","02073525","0207","Fresh or chilled halves or quarters of guinea fowls of the species domesticus"
"337","02073531","0207","Fresh or chilled whole wings, with or without tips, of ducks, geese and guinea fowls of the species domest..."
"338","02073541","0207","Fresh or chilled backs, neck, backs with neck attached, rumps and wing-tips of ducks, geese and guinea fow..."
"339","02073551","0207","Fresh or chilled breasts and cuts thereof of geese of the species domesticus, with bone in"
"340","02073553","0207","Fresh or chilled breasts and cuts thereof of duck and guinea fowl of the species domesticus, with bone in"
"341","02073561","0207","Fresh or chilled legs and cuts thereof of geese of the species domesticus, with bone in"
"342","02073563","0207","Fresh or chilled legs and cuts thereof of ducks and guinea fowls of the species domesticus, with bone in"
"343","02073571","0207","Fresh or chilled paletots of the species domesticus"
"344","02073579","0207","Fresh or chilled cuts of ducks, geese and guinea fowls of the species domesticus, with bone in (excl. halv..."
"345","02073591","0207","Fresh or chilled edible livers of ducks, geese or guinea fowls (excl. fatty livers)"
"346","02073599","0207","Fresh or chilled edible offal of ducks, geese and guinea fowls of the species domesticus (excl. livers)"
"347","02073611","0207","Frozen boneless cuts of geese of the species domesticus"
"348","02073615","0207","Frozen boneless cuts of ducks and guinea fowls of the species domesticus"
"349","02073621","0207","Frozen halves or quarters of ducks of the species domesticus"
"350","02073623","0207","Frozen halves or quarters of geese of the species domesticus"
"351","02073625","0207","Frozen halves or quarters of guinea fowls of the species domesticus"
"352","02073631","0207","Frozen whole wings, with or without tips, of ducks, geese and guinea fowls of the species domesticus"
"353","02073641","0207","Frozen backs, necks, backs with necks attached, rumps and wing-tips of ducks, geese and guinea fowls of th..."
"354","02073651","0207","Frozen breasts and cuts thereof of geese of the species domesticus, with bone in"
"355","02073653","0207","Frozen breasts and cuts thereof of ducks and guinea fowls of the species domesticus, with bone in"
"356","02073661","0207","Frozen legs and cuts thereof of geese of the species domesticus, with bone in"
"357","02073663","0207","Frozen legs and cuts thereof of ducks and guinea fowls of the species domesticus, with bone in"
"358","02073671","0207","Frozen paletots of geese or ducks of the species domesticus"
"359","02073679","0207","Frozen cuts of ducks, geese and guinea fowls of the species domesticus, with bone in (excl. halves or quar..."
"360","02073681","0207","Frozen edible fatty livers of geese of the species domesticus"
"361","02073685","0207","Frozen edible fatty livers of ducks of the species domesticus"
"362","02073689","0207","Frozen edible livers of ducks, geese or guinea fowls of the species domesticus (excl. fatty livers)"
"363","02073690","0207","Frozen edible offal of ducks, geese and guinea fowls of the species domesticus (excl. livers)"
"364","020741","0207","Fresh or chilled domestic ducks, not cut in pieces"
"365","02074120","020741","Fresh or chilled domestic ducks, not cut in pieces, plucked, bled, gutted but not drawn, with heads and feet ""85 % ducks"""
"366","02074130","020741","Fresh or chilled domestic ducks, not cut in pieces, plucked and drawn, without heads and feet but with necks, hearts, livers and gizzard ""70 % ducks"""
"367","02074180","020741","Fresh or chilled domestic ducks, not cut in pieces, plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, ""63 % ducks"" or otherwise presented"
"368","020742","0207","Frozen domestic ducks, not cut in pieces"
"369","02074230","020742","Frozen domestic ducks, not cut in pieces, plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards ""70 % ducks"""
"370","02074280","020742","Frozen domestic ducks, not cut in pieces, plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, ""63 % ducks"" or otherwise presented"
"371","02074300","0207","Fatty livers of domestic ducks, fresh or chilled"
"372","020744","0207","Fresh or chilled cuts and edible offal of domestic ducks (excl. fatty livers)"
"373","02074410","020744","Fresh or chilled cuts of domestic ducks, boneless"
"374","02074421","020744","Fresh or chilled halves or quarters of domestic ducks"
"375","02074431","020744","Fresh or chilled whole wings of domestic ducks"
"376","02074441","020744","Fresh or chilled backs, necks, backs with necks attached, rumps and wing-tips of domestic ducks"
"377","02074451","020744","Fresh or chilled breasts and cuts thereof, of domestic ducks, with bone in"
"378","02074461","020744","Fresh or chilled legs and cuts thereof, of domestic ducks, with bone in"
"379","02074471","020744","Fresh or chilled paletots of domestic ducks, with bone in"
"380","02074481","020744","Fresh or chilled cuts of domestic ducks, with bone in, n.e.s."
"381","02074491","020744","Fresh or chilled livers of domestic ducks (excl. fatty)"
"382","02074499","020744","Fresh or chilled edible offal of domestic ducks (excl. livers)"
"383","020745","0207","Frozen cuts and edible offal of domestic ducks"
"384","02074510","020745","Frozen cuts of domestic ducks, boneless"
"385","02074521","020745","Frozen halves or quarters of domestic ducks"
"386","02074531","020745","Frozen whole wings of domestic ducks"
"387","02074541","020745","Frozen  backs, necks, backs with necks attached, rumps and wing-tips of domestic ducks"
"388","02074551","020745","Frozen breasts and cuts thereof, of domestic ducks, with bone in"
"389","02074561","020745","Frozen legs and cuts thereof, of domestic ducks, with bone in"
"390","02074571","020745","Frozen paletots of domestic ducks, with bone in"
"391","02074581","020745","Frozen cuts of domestic ducks, with bone in, n.e.s."
"392","02074593","020745","Frozen fatty livers of domestic ducks"
"393","02074595","020745","Frozen livers of domestic ducks (excl. fatty)"
"394","02074599","020745","Frozen edible offal of domestic ducks (excl. livers)"
"395","020751","0207","Fresh or chilled domestic geese, not cut in pieces"
"396","02075110","020751","Fresh or chilled domestic geese, not cut in pieces, plucked, bled, not drawn, with heads and feet ""82 % geese"""
"397","02075190","020751","Fresh or chilled domestic geese, not cut in pieces, plucked and drawn, without heads and feet, with or without hearts and gizzards, ""75 % geese"" or otherwise presented"
"398","020752","0207","Frozen domestic geese, not cut in pieces"
"399","02075210","020752","Frozen domestic geese, not cut in pieces, plucked, bled, not drawn, with heads and feet ""82 % geese"""
"400","02075290","020752","Frozen domestic geese, not cut in pieces, plucked and drawn, without heads and feet, with or without hearts and gizzards, ""75 % geese"" or otherwise presented"
"401","02075300","0207","Fatty livers of domestic geese, fresh or chilled"
"402","020754","0207","Fresh or chilled cuts and edible offal of domestic geese (excl. fatty livers)"
"403","02075410","020754","Fresh or chilled cuts of domestic geese, boneless"
"404","02075421","020754","Fresh or chilled halves or quarters of domestic geese"
"405","02075431","020754","Fresh or chilled whole wings of domestic geese"
"406","02075441","020754","Fresh or chilled backs, necks, backs with necks attached, rumps and wing-tips of domestic geese"
"407","02075451","020754","Fresh or chilled breasts and cuts thereof, of domestic geese, with bone in"
"408","02075461","020754","Fresh or chilled legs and cuts thereof, of domestic geese, with bone in"
